step	mu	sigma
1145	0.430126	0.846911
1146	0.430126	0.846911
1147	0.792703	0.767887
1148	0.332112	0.795607
1149	0.332112	0.795607
1150	0.530558	0.814837
1151	0.687357	0.62547
1152	0.687357	0.62547
1153	0.687357	0.62547
1154	0.65745	0.511224
1155	0.583317	0.546503
1156	0.583317	0.546503
1157	0.575283	0.991886
1158	0.442694	0.700373
1159	0.531893	0.584324
1160	0.531893	0.584324
1161	0.860804	0.575416
1162	0.744317	0.434359
1163	1.05128	0.694305
1164	0.623085	0.683301
1165	0.623085	0.683301
1166	0.623085	0.683301
1167	0.623085	0.683301
1168	0.537603	0.822039
1169	0.537603	0.822039
1170	0.537603	0.822039
1171	0.537603	0.822039
1172	0.265689	1.3188
1173	0.587712	1.06098
1174	0.587712	1.06098
1175	0.68767	0.945074
1176	0.603296	0.898051
1177	0.603296	0.898051
1178	0.557331	0.759033
1179	0.249294	0.852401
1180	0.249294	0.852401
1181	0.117283	0.490923
1182	0.396692	0.535005
1183	0.396692	0.535005
1184	0.396692	0.535005
1185	0.0376389	0.569335
1186	0.423255	0.704573
1187	0.423255	0.704573
1188	0.196119	1.17501
1189	0.153593	1.11058
1190	0.369609	0.866138
1191	0.381596	1.02899
1192	0.392538	1.08837
1193	0.447512	0.789391
1194	0.00937709	1.23848
1195	0.468744	1.17322
1196	0.468744	1.17322
1197	0.437415	1.31014
1198	0.437415	1.31014
1199	0.437415	1.31014
1200	0.421503	0.865753
1201	0.0874754	0.887748
1202	0.318915	0.807741
1203	0.318915	0.807741
1204	0.274359	0.978853
1205	0.274359	0.978853
1206	0.10351	1.05471
1207	0.0800775	1.23485
1208	0.0800775	1.23485
1209	0.0800775	1.23485
1210	0.170612	0.740233
1211	0.170612	0.740233
1212	0.165621	0.620814
1213	0.165621	0.620814
1214	0.0965857	0.526049
1215	0.185022	0.981004
1216	0.185022	0.981004
1217	0.147183	1.11322
1218	0.147183	1.11322
1219	0.147183	1.11322
1220	0.147183	1.11322
1221	0.564514	1.04302
1222	0.857016	0.690853
1223	0.629665	0.649784
1224	0.629665	0.649784
1225	0.378519	0.997439
1226	0.378519	0.997439
1227	0.378519	0.997439
1228	0.547979	0.579121
1229	0.547979	0.579121
1230	0.564559	0.433058
1231	0.219735	0.372364
1232	0.219735	0.372364
1233	0.219735	0.372364
1234	0.232101	0.495252
1235	0.4482	0.694227
1236	0.489667	0.901985
1237	0.489667	0.901985
1238	0.573421	0.895094
1239	0.949138	0.798216
1240	0.827895	0.811014
1241	0.98878	0.725651
1242	0.98878	0.725651
1243	1.00859	0.922419
1244	1.22323	0.483435
1245	1.22323	0.483435
1246	1.12511	0.584643
1247	1.12511	0.584643
1248	1.12511	0.584643
1249	0.955906	0.549486
1250	0.955906	0.549486
1251	0.465581	0.638172
1252	0.465581	0.638172
1253	0.935026	0.699923
1254	0.935026	0.699923
1255	0.935026	0.699923
1256	0.935026	0.699923
1257	1.07898	0.470113
1258	1.09471	0.678305
1259	1.01462	0.582163
1260	1.01462	0.582163
1261	1.01462	0.582163
1262	1.01462	0.582163
1263	1.09466	0.391296
1264	0.614331	0.793541
1265	0.821966	0.633475
1266	0.821966	0.633475
1267	0.884749	0.710191
1268	0.884749	0.710191
1269	0.599904	0.693223
1270	0.599904	0.693223
1271	0.718426	1.07318
1272	0.325749	0.801772
1273	0.325749	0.801772
1274	0.325749	0.801772
1275	0.45253	0.743987
1276	0.45253	0.743987
1277	0.815794	0.696343
1278	0.42809	0.634259
1279	0.47003	0.493442
1280	0.47003	0.493442
1281	0.292381	0.62494
1282	0.380414	0.63222
1283	0.697369	0.435478
1284	0.697369	0.435478
1285	0.369392	0.77603
1286	0.369392	0.77603
1287	0.0511398	0.685507
1288	0.00751319	0.880579
1289	0.303665	0.420635
1290	0.0700537	0.863738
1291	0.366469	0.651031
1292	0.684175	0.640531
1293	1.12173	0.747805
1294	1.12173	0.747805
1295	1.12173	0.747805
1296	0.7234	0.88006
1297	0.895587	0.817702
1298	1.37958	0.51857
1299	1.37958	0.51857
1300	1.15597	0.896947
1301	1.25856	0.615261
1302	1.16483	0.489394
1303	1.16483	0.489394
1304	0.827121	0.826891
1305	0.882805	0.533828
1306	0.882805	0.533828
1307	0.9247	0.657222
1308	0.9247	0.657222
1309	0.9247	0.657222
1310	0.9247	0.657222
1311	0.9247	0.657222
1312	0.476918	0.752537
1313	0.2922	0.779139
1314	0.249491	0.839041
1315	0.027773	1.1276
1316	0.179448	1.20589
1317	0.109116	0.891071
1318	0.324289	1.13161
1319	0.324289	1.13161
1320	0.324289	1.13161
1321	0.81783	0.641554
1322	0.351909	0.516073
1323	0.703345	0.775806
1324	0.703345	0.775806
1325	0.703345	0.775806
1326	0.616295	0.701401
1327	0.616295	0.701401
1328	0.826693	1.00561
1329	0.765706	0.714615
1330	0.633944	0.568136
1331	0.633944	0.568136
1332	0.675493	1.03769
1333	0.582113	0.907892
1334	0.162226	1.02486
1335	0.171903	1.36052
1336	0.171903	1.36052
1337	0.171903	1.36052
1338	0.171903	1.36052
1339	0.171903	1.36052
1340	0.15347	1.10563
1341	0.0580755	0.748437
1342	0.427331	1.02448
1343	0.0914845	1.10461
1344	0.423075	0.776631
1345	0.423075	0.776631
1346	0.369553	0.826086
1347	0.0737426	0.998966
1348	0.0737426	0.998966
1349	0.524152	1.38744
1350	0.388964	1.34716
1351	0.171889	1.01655
1352	0.171889	1.01655
1353	0.377095	0.684048
1354	0.377095	0.684048
1355	0.527017	1.14211
1356	0.354103	0.909124
1357	0.228391	1.34901
1358	0.228391	1.34901
1359	0.10723	1.0257
1360	0.104845	0.765224
1361	0.374663	0.649281
1362	0.820772	0.884406
1363	0.53311	1.26571
1364	0.974343	0.909919
1365	0.974343	0.909919
1366	1.03614	0.45776
1367	0.740002	0.790681
1368	0.459204	0.718457
1369	0.459204	0.718457
1370	0.731905	0.657418
1371	0.634076	1.09304
1372	0.634076	1.09304
1373	0.634076	1.09304
1374	0.634076	1.09304
1375	0.925317	1.26946
1376	0.925317	1.26946
1377	1.24349	0.857283
1378	1.24349	0.857283
1379	1.0022	0.577613
1380	0.978385	0.717029
1381	0.978385	0.717029
1382	0.978385	0.717029
1383	0.978385	0.717029
1384	0.956571	0.895512
1385	0.956571	0.895512
1386	0.956571	0.895512
1387	0.956571	0.895512
1388	0.794627	0.584792
1389	0.794627	0.584792
1390	0.794627	0.584792
1391	0.794627	0.584792
1392	0.794627	0.584792
1393	0.356484	0.665979
1394	0.120773	0.609321
1395	0.120773	0.609321
1396	0.157874	0.96643
1397	0.0950728	0.699462
1398	0.123426	0.818103
1399	0.146642	0.916795
1400	0.146642	0.916795
1401	0.402878	0.942362
1402	0.156756	0.677378
1403	0.156756	0.677378
1404	0.439228	0.497833
1405	0.328324	0.381371
1406	0.0142154	0.677006
1407	0.386562	0.728497
1408	0.386562	0.728497
1409	0.386562	0.728497
1410	0.0605222	1.0747
1411	0.0605222	1.0747
1412	0.503116	0.930092
1413	0.117309	1.13418
1414	0.598893	0.761396
1415	0.982483	0.973594
1416	1.02536	0.733825
1417	1.02536	0.733825
1418	1.026	0.681597
1419	1.026	0.681597
1420	1.026	0.681597
1421	0.835747	1.15032
1422	0.835747	1.15032
1423	0.835747	1.15032
1424	0.835747	1.15032
1425	0.869879	0.715464
1426	0.540342	1.01255
1427	0.467525	1.08237
1428	0.467525	1.08237
1429	0.144846	1.22081
1430	0.210091	0.765683
1431	0.619769	0.523844
1432	0.619769	0.523844
1433	0.811712	0.64941
1434	0.811712	0.64941
1435	0.811712	0.64941
1436	0.554764	0.73249
1437	0.677366	0.561936
1438	0.677366	0.561936
1439	0.218874	0.687129
1440	0.563479	0.887687
1441	0.331122	0.819788
1442	0.418411	1.06723
1443	0.226371	0.976661
1444	0.651671	0.579063
1445	1.01697	0.542672
1446	1.01697	0.542672
1447	1.01697	0.542672
1448	1.01697	0.542672
1449	1.01697	0.542672
1450	1.01697	0.542672
1451	0.893353	0.922345
1452	0.893353	0.922345
1453	0.893353	0.922345
1454	0.893353	0.922345
1455	0.648197	0.884882
1456	0.708	0.945906
1457	0.708	0.945906
1458	1.12747	0.669726
1459	1.12747	0.669726
1460	1.31365	0.380551
1461	1.31365	0.380551
1462	0.968021	0.601802
1463	0.968021	0.601802
1464	0.968021	0.601802
1465	0.483139	0.847945
1466	0.47315	0.686855
1467	0.0768646	0.964617
1468	0.237463	1.24721
1469	0.154704	0.958719
1470	0.264078	1.03504
1471	0.52649	1.20288
1472	0.842489	1.2818
1473	1.11217	0.798873
1474	1.11217	0.798873
1475	1.11217	0.798873
1476	1.25835	0.464088
1477	1.25835	0.464088
1478	0.850035	0.6642
1479	0.702869	0.736841
1480	0.702869	0.736841
1481	1.02776	0.788461
1482	0.690554	1.02123
1483	0.440484	1.0126
1484	0.440484	1.0126
1485	0.804193	0.523312
1486	0.804193	0.523312
1487	0.804193	0.523312
1488	1.28148	0.336542
1489	1.28148	0.336542
1490	1.28148	0.336542
1491	1.28148	0.336542
1492	0.835266	0.532357
1493	0.612405	0.632378
1494	0.612405	0.632378
1495	0.89003	0.723761
1496	0.89003	0.723761
1497	0.961467	0.947774
1498	0.767933	1.11441
1499	0.767933	1.11441
1500	0.767933	1.11441
1501	0.767933	1.11441
1502	0.767933	1.11441
1503	0.292671	1.37424
1504	0.475325	1.17598
1505	0.870143	0.690298
1506	0.870143	0.690298
1507	0.820667	0.734987
1508	0.820667	0.734987
1509	0.587121	1.14683
1510	0.578012	0.657198
1511	0.578012	0.657198
1512	0.619591	0.988478
1513	0.936051	0.823662
1514	0.936051	0.823662
1515	0.936051	0.823662
1516	0.730884	0.815764
1517	0.730884	0.815764
1518	1.15136	0.644769
1519	1.37606	0.645353
1520	1.03365	0.951724
1521	1.31246	0.48157
1522	1.02063	0.502257
1523	1.02063	0.502257
1524	1.02063	0.502257
1525	0.940329	0.571324
1526	0.962555	0.887683
1527	0.962555	0.887683
1528	0.791257	0.702275
1529	0.791257	0.702275
1530	0.791257	0.702275
1531	0.433199	0.618449
1532	0.903361	0.611319
1533	0.903361	0.611319
1534	0.903361	0.611319
1535	0.420437	0.979894
1536	0.319946	0.848531
1537	0.790396	0.690914
1538	0.680172	1.12848
1539	0.822389	1.04673
1540	0.791039	0.969027
1541	0.652956	1.07541
1542	0.695541	0.651105
1543	0.537682	1.01926
1544	0.736204	0.775628
1545	1.2282	0.539744
1546	1.2282	0.539744
1547	1.2282	0.539744
1548	1.2282	0.539744
1549	1.05372	0.471804
1550	1.41809	0.357856
1551	0.993865	0.4964
1552	0.993865	0.4964
1553	1.13473	0.824362
1554	1.02388	0.395003
1555	1.02388	0.395003
1556	1.02388	0.395003
1557	1.02388	0.395003
1558	0.553176	0.602765
1559	0.254154	0.674472
1560	0.00571505	0.581578
1561	0.224909	0.584677
1562	0.094208	0.78783
1563	0.576845	0.509987
1564	0.576845	0.509987
1565	0.576845	0.509987
1566	0.236373	0.952949
1567	0.512771	0.495377
1568	0.512771	0.495377
1569	0.512771	0.495377
1570	0.930645	0.576308
1571	0.901231	0.607342
1572	0.901231	0.607342
1573	0.901231	0.607342
1574	0.901231	0.607342
1575	0.901231	0.607342
1576	1.33625	0.388756
1577	1.33625	0.388756
1578	1.12048	0.553274
1579	1.12048	0.553274
1580	1.14564	0.543085
1581	1.14564	0.543085
1582	0.922432	0.838991
1583	1.14554	0.562217
1584	0.883497	0.454157
1585	0.883497	0.454157
1586	0.861618	0.430336
1587	0.861618	0.430336
1588	0.861618	0.430336
1589	0.861618	0.430336
1590	0.861618	0.430336
1591	0.861618	0.430336
1592	0.861618	0.430336
1593	1.23928	0.49488
1594	1.23928	0.49488
1595	1.23928	0.49488
1596	1.23928	0.49488
1597	1.23928	0.49488
1598	1.23928	0.49488
1599	1.23928	0.49488
1600	1.23928	0.49488
1601	1.23928	0.49488
1602	1.23928	0.49488
1603	1.23928	0.49488
1604	1.23928	0.49488
1605	1.21593	0.818808
1606	1.21593	0.818808
1607	1.21593	0.818808
1608	0.799436	0.81915
1609	0.705919	0.529138
1610	0.705919	0.529138
1611	0.641024	0.730583
1612	0.331529	1.16462
1613	0.62814	1.22504
1614	0.84273	1.20161
1615	0.883908	0.72281
1616	1.18936	0.624605
1617	0.698752	0.66356
1618	0.408051	0.422152
1619	0.408051	0.422152
1620	0.408051	0.422152
1621	0.358063	0.727172
1622	0.358063	0.727172
1623	0.379974	1.07185
1624	0.175226	1.06707
1625	0.100257	0.903206
1626	0.439558	1.02364
1627	0.463104	1.08077
1628	0.733184	0.771062
1629	0.733184	0.771062
1630	0.871887	1.00731
1631	0.871887	1.00731
1632	0.871887	1.00731
1633	0.536436	1.11074
1634	0.190494	1.09976
1635	0.138583	1.14202
1636	0.138583	1.14202
1637	0.138583	1.14202
1638	0.00337756	1.05963
1639	0.283085	0.871859
1640	0.44827	0.939885
1641	0.593775	0.921889
1642	0.512124	0.751242
1643	0.183997	1.0231
1644	0.422947	1.08809
1645	0.422947	1.08809
1646	0.422947	1.08809
1647	0.759454	0.590897
1648	0.85351	0.609708
1649	0.85351	0.609708
1650	0.85351	0.609708
1651	0.622883	0.537313
1652	0.594358	0.579282
1653	0.151452	0.505947
1654	0.26583	0.998802
1655	0.647886	1.04751
1656	0.755518	0.704054
1657	1.10573	0.442627
1658	1.10573	0.442627
1659	1.10573	0.442627
1660	0.663831	0.41184
1661	0.342489	0.495161
1662	0.342489	0.495161
1663	0.342489	0.495161
1664	0.342489	0.495161
1665	0.342489	0.495161
1666	0.342489	0.495161
1667	0.601922	0.519821
1668	0.47698	0.99212
1669	0.175484	1.0122
1670	0.0902274	0.824244
1671	0.313235	1.10075
1672	0.104149	0.787421
1673	0.312547	1.19342
1674	0.054779	0.978468
1675	0.054779	0.978468
1676	0.195777	1.46555
1677	0.0288909	1.06252
1678	0.310579	1.16737
1679	0.600658	0.988688
1680	0.394578	1.1054
1681	0.394578	1.1054
1682	0.394578	1.1054
1683	0.320012	0.824791
1684	0.382667	1.30397
1685	0.0102572	1.45077
1686	0.206332	1.29748
1687	0.206332	1.29748
1688	0.544596	1.16025
1689	0.200763	0.784613
1690	0.186374	0.78337
1691	0.186374	0.78337
1692	0.225451	0.661987
1693	0.225451	0.661987
1694	0.150508	0.50827
1695	0.0312426	0.908739
1696	0.192731	1.02628
1697	0.192731	1.02628
1698	0.132267	1.21352
1699	0.180376	0.78725
1700	0.180376	0.78725
1701	0.218857	1.08181
1702	0.218857	1.08181
1703	0.696038	0.623254
1704	1.18799	0.817041
1705	1.18799	0.817041
1706	1.18799	0.817041
1707	1.30937	0.854583
1708	1.15451	0.518784
1709	1.15451	0.518784
1710	0.845332	0.922887
1711	0.7217	0.83223
1712	0.324452	0.926142
1713	0.342767	1.14891
1714	0.190911	1.26889
1715	0.190911	1.26889
1716	0.190911	1.26889
1717	0.0187793	1.38408
1718	0.0187793	1.38408
1719	0.0187793	1.38408
1720	0.304944	1.46001
1721	0.488011	1.22044
1722	0.188395	0.735748
1723	0.301291	0.886041
1724	0.301291	0.886041
1725	0.800575	0.435537
1726	0.807189	0.698009
1727	0.977819	0.505854
1728	0.977819	0.505854
1729	0.895681	0.823843
1730	0.39616	0.340634
1731	0.39616	0.340634
1732	0.688913	0.743958
1733	0.365961	0.286783
1734	0.759385	0.638607
1735	1.07518	0.869648
1736	1.43008	0.621304
1737	1.43008	0.621304
1738	1.43008	0.621304
1739	1.43008	0.621304
1740	1.43008	0.621304
1741	1.43008	0.621304
1742	1.43008	0.621304
1743	1.43008	0.621304
1744	0.971504	0.741016
1745	1.00066	0.526059
1746	0.9395	0.717748
1747	1.17541	0.758842
1748	1.07509	0.374842
1749	1.07509	0.374842
1750	1.07509	0.374842
1751	1.07509	0.374842
1752	1.07509	0.374842
1753	1.07509	0.374842
1754	1.07509	0.374842
1755	1.07509	0.374842
1756	1.07509	0.374842
1757	0.814317	0.843847
1758	0.52443	0.78725
1759	0.269791	0.68993
1760	0.443455	1.01191
1761	0.584425	0.653791
1762	1.02447	0.506826
1763	0.827684	0.501989
1764	0.827684	0.501989
1765	0.537038	0.656616
1766	0.458134	0.648552
1767	0.458134	0.648552
1768	0.628466	0.78701
1769	1.01407	0.485368
1770	0.697415	0.560675
1771	0.697415	0.560675
1772	1.095	0.358794
1773	0.607726	0.429015
1774	0.490677	0.766639
1775	0.153044	0.686184
1776	0.153044	0.686184
1777	0.153044	0.686184
1778	0.153044	0.686184
1779	0.566465	0.471568
1780	0.25374	0.750833
1781	0.72962	0.933476
1782	0.72962	0.933476
1783	0.880402	1.093
1784	0.788698	0.96937
1785	0.788698	0.96937
1786	0.788698	0.96937
1787	0.788698	0.96937
1788	0.435438	1.16354
1789	0.435438	1.16354
1790	0.681231	0.875118
1791	0.681231	0.875118
1792	0.567816	0.424311
1793	0.567816	0.424311
1794	0.440527	0.520222
1795	0.722444	0.937664
1796	0.356042	1.06186
1797	0.565676	1.06937
1798	0.526149	1.21932
1799	0.798635	1.06635
1800	0.798635	1.06635
1801	0.520242	1.19317
1802	0.520242	1.19317
1803	0.520242	1.19317
1804	0.370928	1.00875
1805	0.826705	0.54832
1806	0.673727	0.824286
1807	0.395092	0.435827
1808	0.395092	0.435827
1809	0.395092	0.435827
1810	0.291875	0.833997
1811	0.291875	0.833997
1812	0.036016	1.1796
1813	0.336265	0.896836
1814	0.394122	1.17415
1815	0.394122	1.17415
1816	0.0277657	1.06911
1817	0.40415	0.790456
1818	0.40415	0.790456
1819	0.652057	0.581693
1820	0.327658	0.328774
1821	0.327658	0.328774
1822	0.327658	0.328774
1823	0.327658	0.328774
1824	0.327658	0.328774
1825	0.722674	0.469638
1826	0.231987	0.469106
1827	0.231987	0.469106
1828	0.231987	0.469106
1829	0.438355	0.345235
1830	0.438355	0.345235
1831	0.438355	0.345235
1832	0.438355	0.345235
1833	0.438355	0.345235
1834	0.323926	0.664028
1835	0.301401	0.44571
1836	0.0977505	0.832967
1837	0.378566	0.660615
1838	0.171216	0.747977
1839	0.47682	0.373736
1840	0.828595	0.631213
1841	0.987003	1.10745
1842	0.581106	1.39862
1843	0.581106	1.39862
1844	0.129461	1.56342
1845	0.129461	1.56342
1846	0.129461	1.56342
1847	0.0384418	1.1622
1848	0.0731811	1.18371
1849	0.0731811	1.18371
1850	0.257574	0.899762
1851	0.257574	0.899762
1852	0.24196	1.20689
1853	0.436319	0.850821
1854	0.801464	1.26009
1855	0.801464	1.26009
1856	0.801464	1.26009
1857	1.21983	1.09061
1858	1.21983	1.09061
1859	1.52141	0.611263
1860	1.39989	0.880708
1861	0.971393	0.652081
1862	0.971393	0.652081
1863	0.938444	0.629705
1864	0.711618	0.378432
1865	0.320499	0.404983
1866	0.320499	0.404983
1867	0.145762	0.508313
1868	0.145762	0.508313
1869	0.145762	0.508313
1870	0.145762	0.508313
1871	0.0324894	0.846915
1872	0.376746	0.737591
1873	0.30543	1.06184
1874	0.377803	1.05246
1875	0.577593	0.649875
1876	0.722003	0.437143
1877	0.232314	0.7797
1878	0.123546	1.1391
1879	0.123546	1.1391
1880	0.0447739	1.0796
1881	0.0447739	1.0796
1882	0.0591917	0.776779
1883	0.380068	1.17805
1884	0.0498993	1.15035
1885	0.0722742	1.16621
1886	0.437771	1.01227
1887	0.164052	0.89631
1888	0.286503	1.28362
1889	0.0964839	0.815115
1890	0.213372	0.432797
1891	0.195962	0.607466
1892	0.310405	0.675741
1893	0.134138	0.884766
1894	0.050648	0.746947
1895	0.105393	0.723246
1896	0.0945065	0.648985
1897	0.0945065	0.648985
1898	0.479358	0.69518
1899	0.479358	0.69518
1900	0.295499	0.802833
1901	0.633488	0.942327
1902	1.03152	0.586427
1903	1.03152	0.586427
1904	1.03152	0.586427
1905	0.546513	0.359938
1906	0.6027	0.841424
1907	0.238431	0.981698
1908	0.735341	1.43897
1909	0.33245	1.28156
1910	0.33245	1.28156
1911	0.163508	1.04074
1912	0.179748	0.934699
1913	0.548576	1.31122
1914	0.504205	1.20618
1915	0.78981	0.996669
1916	0.718015	0.767923
1917	0.695501	0.985983
1918	0.800503	0.963479
1919	0.542532	0.731872
1920	0.882807	0.93142
1921	0.790619	0.81341
1922	0.790619	0.81341
1923	0.905835	0.942232
1924	0.905835	0.942232
1925	0.905835	0.942232
1926	0.905835	0.942232
1927	1.28589	0.62985
1928	1.30241	0.487628
1929	1.01061	0.300614
1930	1.01061	0.300614
1931	1.01061	0.300614
1932	1.01061	0.300614
1933	1.1649	0.300566
1934	1.06949	0.694747
1935	1.06949	0.694747
1936	1.06949	0.694747
1937	1.28425	0.837591
1938	1.28425	0.837591
1939	0.988067	0.687582
1940	1.13703	0.77026
1941	1.13703	0.77026
1942	1.02603	0.47956
1943	1.07321	0.579789
1944	0.584028	0.735925
1945	0.256506	0.396577
1946	0.217474	0.58879
1947	0.517206	0.538266
1948	0.517206	0.538266
1949	0.517206	0.538266
1950	0.227118	0.805315
1951	0.227118	0.805315
1952	0.227118	0.805315
1953	0.331988	0.436802
1954	0.515617	0.756346
1955	0.912105	0.774699
1956	0.587866	0.374858
1957	0.104025	0.79448
1958	0.104025	0.79448
1959	0.104025	0.79448
1960	0.175045	1.11287
1961	0.04437	1.029
1962	0.0582713	0.743311
1963	0.0156436	0.851501
1964	0.0156436	0.851501
1965	0.0156436	0.851501
1966	0.402126	0.838378
1967	0.402126	0.838378
1968	0.611977	1.16763
1969	0.269575	0.818153
1970	0.00174483	0.632979
1971	0.0937081	0.91603
1972	0.278941	0.597395
1973	0.278941	0.597395
1974	0.278941	0.597395
1975	0.655219	0.362414
1976	0.655219	0.362414
1977	0.655219	0.362414
1978	1.14821	0.644187
1979	1.14685	0.633991
1980	1.14685	0.633991
1981	0.829523	0.679834
1982	0.992065	0.312248
1983	0.673642	0.580277
1984	0.673642	0.580277
1985	0.673642	0.580277
1986	0.822826	0.912023
1987	0.822826	0.912023
1988	0.63836	0.746065
1989	0.892286	0.929126
1990	0.88272	1.22896
1991	1.20209	1.00383
1992	1.20209	1.00383
1993	1.17556	1.00827
1994	1.17556	1.00827
1995	0.864874	1.24223
1996	0.864874	1.24223
1997	0.864874	1.24223
1998	0.864874	1.24223
1999	0.929993	1.16497
2000	0.929993	1.16497
2001	0.631362	1.32164
2002	1.09839	1.18726
2003	1.12395	0.822832
2004	1.12395	0.822832
2005	1.20248	0.366487
2006	1.20248	0.366487
2007	0.838124	0.768919
2008	0.838124	0.768919
2009	0.838124	0.768919
2010	0.838124	0.768919
2011	0.838124	0.768919
2012	0.591919	0.596041
2013	0.150349	1.09472
2014	0.150349	1.09472
2015	0.244082	0.736827
2016	0.0475938	1.10312
2017	0.0475938	1.10312
2018	0.0475938	1.10312
2019	0.0475938	1.10312
2020	0.0475938	1.10312
2021	0.526529	0.618303
2022	0.444055	0.396196
2023	0.444055	0.396196
2024	0.444055	0.396196
2025	0.444055	0.396196
2026	0.444055	0.396196
2027	0.444055	0.396196
2028	0.444055	0.396196
2029	0.444055	0.396196
2030	0.401479	0.840519
2031	0.401479	0.840519
2032	0.401479	0.840519
2033	0.0188016	0.800815
2034	0.107093	0.94197
2035	0.107093	0.94197
2036	0.475364	0.875927
2037	0.17425	1.10434
2038	0.305904	0.941332
2039	0.0567322	0.977996
2040	0.281429	0.810872
2041	0.408332	0.352766
2042	0.408332	0.352766
2043	0.867074	0.847957
2044	0.740872	0.373227
2045	0.570317	0.436802
2046	0.439831	0.607523
2047	0.0023833	0.667775
2048	0.16063	0.818888
2049	0.111353	0.78041
2050	0.124543	1.23094
2051	0.272471	1.52047
2052	0.00863781	1.35546
