x	y	z
-0.793783	0.735664	-2.94632
-0.793783	0.735664	-2.94632
-0.0678965	1.3788	-3.34701
-0.0678965	1.3788	-3.34701
-0.0678965	1.3788	-3.34701
-0.0678965	1.3788	-3.34701
-0.0678965	1.3788	-3.34701
-1.07037	-2.32871	-3.56295
-1.07037	-2.32871	-3.56295
1.83463	-1.37315	-3.84489
1.82329	-1.70696	-2.28192
1.82329	-1.70696	-2.28192
0.552133	-1.27775	-4.56208
-0.767164	0.346341	-3.65446
-0.352985	-1.07534	-3.19827
-1.29437	-1.51411	-4.82479
-1.546	-1.19612	-2.87849
-0.18001	2.44027	-1.7805
-0.18001	2.44027	-1.7805
-0.18001	2.44027	-1.7805
-0.18001	2.44027	-1.7805
-0.18001	2.44027	-1.7805
-0.18001	2.44027	-1.7805
-0.18001	2.44027	-1.7805
2.47337	2.30289	-3.98113
3.22121	0.783819	-5.07002
3.18075	-0.681151	-3.60209
1.61904	0.60733	-5.53392
1.61904	0.60733	-5.53392
2.12858	-1.55139	-3.56633
0.716995	-2.34	-5.15819
0.716995	-2.34	-5.15819
2.08833	-2.35377	-3.85911
2.15355	-1.60801	-7.24163
2.15355	-1.60801	-7.24163
3.34918	-2.44615	-5.52509
3.34918	-2.44615	-5.52509
3.34918	-2.44615	-5.52509
3.10475	-2.14051	-2.66731
3.10475	-2.14051	-2.66731
3.10475	-2.14051	-2.66731
3.10475	-2.14051	-2.66731
3.10475	-2.14051	-2.66731
3.10475	-2.14051	-2.66731
3.10475	-2.14051	-2.66731
3.11533	-2.2175	-2.4299
2.62148	-0.636985	-2.39214
4.36058	0.376375	-3.3906
4.36058	0.376375	-3.3906
4.36058	0.376375	-3.3906
5.16454	2.18998	-2.6286
2.68794	1.95963	-5.65211
2.68794	1.95963	-5.65211
2.22352	3.44225	-5.05871
3.6438	3.0249	-4.37055
1.8283	3.62049	-6.2637
1.8283	3.62049	-6.2637
3.04839	0.792528	-5.02475
2.07386	0.415156	-7.87755
2.07386	0.415156	-7.87755
2.07386	0.415156	-7.87755
3.48632	0.697974	-6.48832
4.56088	-0.281092	-5.66765
4.56088	-0.281092	-5.66765
2.10925	-2.33816	-4.37166
2.08008	-5.5353	-3.0938
2.08008	-5.5353	-3.0938
2.08008	-5.5353	-3.0938
2.08008	-5.5353	-3.0938
3.9891	-7.88132	-3.14507
3.9891	-7.88132	-3.14507
3.05961	-5.96696	-6.51077
3.05961	-5.96696	-6.51077
4.15368	-4.38461	-5.96167
0.64726	-3.98579	-4.58681
0.64726	-3.98579	-4.58681
-1.81527	-2.44025	-5.21513
-0.848364	-2.04381	-8.84486
-0.848364	-2.04381	-8.84486
-2.70635	-2.24573	-3.81817
-3.62506	1.35442	-3.86009
-3.62506	1.35442	-3.86009
-3.62506	1.35442	-3.86009
-3.62506	1.35442	-3.86009
-3.94002	1.93857	-4.316
-3.00026	3.30375	-1.60784
-2.32422	1.21473	-4.45977
-2.32422	1.21473	-4.45977
-1.6411	0.0194306	-2.06586
-1.6411	0.0194306	-2.06586
-1.6411	0.0194306	-2.06586
-1.6411	0.0194306	-2.06586
